gas_temperature,oxygen_pct,flow_rate,furnace_speed,feed_rate,material_moisture,ambient_temp,quality_score
1409.6660414186347,4.72170908371804,1937.5732788627454,2.571348652419986,166.0934072833945,10.95056160667336,30.742501504605393,22.468157848662354
1123.114078467431,4.61323550722627,1517.1296463734607,2.252745445700952,115.83176596280785,10.81294754138272,44.76935561196464,11.67705210404135
1385.6603972098799,4.816909380076784,2244.840664536114,5.333695270050502,178.78968798670738,3.439077950708201,-7.74624801832327,59.805286978179765
1217.2231164842547,3.0428664964827385,2420.30021189001,2.308976805030969,,1.0315032299394384,3.470568906378862,7.70277308228804
949.4078137968934,1.0,785.530491089477,1.4171026076399689,64.12660218314743,4.905093066202504,22.875741161096045,5.538606594400878
1311.4136939648702,6.458172175406097,2447.20140841675,4.718439329852408,196.34335274551339,2.7784764204547865,12.835694932889506,55.60952883924715
1191.6628279324877,3.6906200237684565,1631.2836893430595,1.3638921157842003,164.17095529855294,6.238932948627563,25.065591360065362,0.7560448948925556
1374.37920647144,4.676027259497072,2184.7607035574265,4.732258841400111,167.90964579154308,14.700518727712762,22.25223832263321,59.9587962656367
1001.8742209799692,1.0,801.5146762925136,2.1180393207962567,69.21704490133189,3.1255348781257037,33.339420734473016,17.843427804725106
1301.320784865667,4.260923289630818,1440.5382594147593,2.801941066983717,117.55789068433506,5.12367217963305,-6.100339392258973,84.08580036838677
1269.3376553519454,3.137770520280412,1449.5491332367083,3.4316002444754012,105.61970363488719,11.014157586633798,14.23388384606466,75.6141699264648
1340.4930217365772,5.822833442006278,2230.50720026605,3.8483664854183326,189.01474832729028,7.883150351497864,37.30295843293902,58.73569354028439
1278.9655325413435,4.217348443895932,1583.6247019856398,3.7527128945076984,146.5797680120997,1.1369580818140814,9.951904794082889,81.57732770396821
1299.2534185106983,3.7553129051288643,922.5464867835105,2.5937043026337294,173.41424199062448,2.844505263339164,17.708384289863496,0.7939449253982627
1302.0829270009244,2.7127226475264536,1599.8768873975273,2.439653988097561,116.51212982409967,14.061118544211341,-8.81317555385017,27.734831353895988
1190.6881393844596,,1161.2985208505618,3.5831002552482847,84.08580826771653,1.9958923947159126,2.3295642296364196,57.30873137577772
1406.0339160082628,4.100608545067674,1562.7244751549406,3.5330663023484767,133.1877180523752,9.708845414540733,15.501031687029062,80.79463023417493
1325.8368789729566,4.664999331484188,2078.058843627703,3.5549939266765462,59.5725884156263,11.988721908193217,11.943246944538899,1.2415702861945128
1250.772752717091,2.17204372076457,1952.839617846906,3.996966890696825,174.1446757988873,4.3488664095113965,29.306018230057866,22.438293045290116
1270.4031480471658,2.9853182698352283,1639.0225705640426,3.1290250169223475,144.74965986830972,11.013631045511007,23.653398987534942,39.83058427844414
1201.7545320961722,3.004900107499783,1527.3895922736947,2.3600988865553996,163.71316101280607,2.9634800959376135,38.415538719047426,7.960156362414591
1185.1424833596661,3.564030707042676,1140.393830427772,2.689231220110475,103.17889521948025,4.62887898508996,37.01238859335706,78.6811547321584
1500.0,1.0,2788.482856410781,1.9758552512346768,,5.021419447821009,3.267091242147025,0.2771047392491251
1466.6965529421461,6.047617525445961,1946.1200297985738,50.0,183.96816819832966,14.948307363181241,-9.029869903137095,66.04793350397327
1159.9047499167552,7.223874093084416,2365.633824940184,2.0022394113479822,166.7575245610643,3.611298280660381,36.99589233370693,0.0
1200.3998583953737,2.096524374945831,878.4117654862032,2.6412484538496233,79.19580617779513,2.3735082371869827,8.101647525776812,47.043351504249266
1346.148499304053,6.118916865410702,1338.850081368994,4.33235461825268,120.00815055905512,13.92252584348045,9.091034008233002,31.46026563500434
1220.1996489665298,3.2039191068013837,762.2984893118446,3.4857171123320017,56.57056486808432,2.8479950603951147,-1.2882860990839227,26.6815536643094
1254.639169962858,3.344722983292806,1213.1788084100072,2.4391819682440516,73.14342381013218,13.249558834626377,28.1153996380978,93.9709510579011
1434.7146118339313,5.091387094688894,1775.4960996685043,3.8429046838961156,152.4573429863682,9.931621100877004,5.405990509843711,86.6020685479204
1398.2337774588627,4.706983581971944,1661.0892454283712,3.648729576300233,161.71432338617257,8.864491722022523,-0.2791294415765986,69.25622404761619
1483.3902707517145,5.268373340538222,2363.3244056680815,4.27268037919624,195.1264598651315,11.394411317425364,17.686490758386803,80.8401036996607
1259.309706169918,2.6501938951016553,1448.6099084392292,2.272236479877706,98.87380372072279,11.026984878646726,31.272874825679338,55.22917884983956
1180.4122066944285,2.9356992718074393,1475.0155179665899,3.726780104529535,105.56895590523033,2.102629746565549,4.8279228638732565,68.81325883058874
1430.0522098498777,5.470040378697988,1728.7609960333464,2.561937481259031,120.43337169137119,14.992258600896992,29.712145054386795,55.958444550211645
1343.0840642970404,4.375581662184761,967.9139605122969,3.5565844118574246,,14.157401033506565,15.408631031908925,43.55125476521001
1366.3404919922011,8.261427581482018,1906.0566410198744,1.0,69.48822580032075,13.500583461497785,12.207499778150602,0.3143162799565521
1212.5559575677726,3.077719115730712,1519.9732011869014,3.149643147079761,121.35573893389007,9.523192442164898,9.773647747489303,50.27816938334623
1258.1490697326008,3.564613537557876,1265.2894582385966,1.7831689525242815,84.03640235763262,8.080474304318555,-1.993046907429708,73.53849971241927
1304.553781170989,3.5208771824550027,1888.4910093697072,4.102194807480304,150.47209920237657,8.276039466284189,8.294857176707513,78.3478081940395
1112.894667345853,3.908632285169301,1282.27703785598,2.999894298657815,115.5727878308496,0.7165856913093704,38.35883418451151,71.49953356767917
1412.654710525151,4.6543399408132995,2441.32166664969,4.2796314296296325,174.90172940867564,7.7423077782089225,-4.380819154036773,62.41108318898663
1500.0,3.2668529666753883,1827.4944586584586,3.389497515631684,155.03976530033736,9.544658731068838,42.706500830599154,13.047178222163225
1281.8277732848903,3.688401771171674,1329.0421904927496,3.0432545681311103,96.85499620730616,10.051240027236753,-4.087690988170015,96.3002441777439
1500.0,1.0,1751.2888040273394,5.4030586551458635,174.83897020928015,5.3160222432440385,9.91174032646446,0.0
1281.4626239430645,4.755389235879319,2239.4258560472304,4.671374280038899,170.71465362452028,7.333594079256468,23.34683955902993,62.64835868717299
1463.105877833002,4.137895290190598,2209.9286567900053,1.4102911004898484,108.12175685452617,9.726503796607329,36.08127719844818,4.101409301990461
1263.3563603981147,6.046085017017386,1324.0675166322796,2.841517202554848,93.24921558953662,6.710429898990135,-2.102945005929781,50.188474699705374
1477.2114671168226,2.412454569837971,853.9236173361251,3.0267783510476756,152.3743255962463,14.450960385261116,-2.2393776767862477,0.0
1304.34631874232,3.2885223810598965,1052.4840456586805,2.9499879097951696,70.96287254139648,10.728910592854005,24.560796856394916,69.28673328231018
1086.9059541185752,3.647043496500448,1155.5781940018637,2.5357800628526825,79.98623037126625,0.5184693206379122,6.101064782262785,82.39954433199043
1127.221847497608,3.3550924415029173,810.5770998350705,1.9872142186624289,51.104340462650825,0.8375524814926686,,81.00854143764167
1356.3769969542996,,1746.015202511309,4.008527224843377,,10.50935295029143,35.132076161124196,73.36409220799085
1295.9418433633564,3.5259345495542793,,3.347137194785512,149.72762848880484,6.48335391440979,-5.772121895685022,49.34115002289846
1303.9494625286018,3.2814567965896595,2175.624663358973,3.955893455616249,155.77480679395026,12.67232876357786,36.447176769278045,32.73087601704559
1400.210928671487,7.059193128509905,2117.135497674162,4.815878980014841,167.10935465329518,3.0087234375507994,-7.932805400505725,35.024560220669535
1209.3934735128646,3.9462484744761355,1527.1155006878807,2.75354570968724,118.837366330751,0.700490253758232,39.43544019088471,83.89341230890892
1217.5943238448938,3.7159059385845046,1524.8505557077863,4.232106845524289,135.31117939293406,6.127194076648828,43.65899778800174,69.98301530506404
1261.9182760591075,4.165480841901818,1167.9501954705484,2.53254288569469,70.96954971914862,11.17292951245801,26.710036135343046,85.61911717287435
1259.7500745381503,2.2107760730648716,1099.5243173214499,1.0269483407973472,67.17951103039601,14.590052133974744,500.0,27.2743088497337
1359.1367889619812,3.8006178568546853,1714.0908476256593,3.3016193976859274,150.26044426857075,,35.20955131707321,74.16838740375215
1354.4638115687926,3.1893535596168148,1621.7111819349223,4.471901133625507,120.66443092146987,7.519081873088513,-7.559897492640291,33.349594021796904
1359.0091404491245,4.404312795801168,1775.793391819773,3.4289532248162975,134.78541597217833,12.285850606347315,-9.790398068864322,88.54713094106195
1168.963829436617,2.4693198796822866,2083.966830354726,3.597789386324979,164.74982861240383,1.5197916390804038,-8.856083081775392,15.379226124400185
1345.968875587352,4.658302699566498,1561.4797275270364,3.224497901256635,145.20774800008863,8.797949039980809,14.854882795565938,71.60118263416958
1383.3647879357734,7.656382374338001,1931.9630630688007,3.2362638643436035,133.03691009869937,13.902326988709817,24.28604361147154,24.20655379089461
1243.2688315613243,4.919935369590775,1913.9950059594685,3.9825916459762016,133.88107411181204,6.247584638615729,16.480950248529098,61.56559118655936
1267.0747301741412,4.002547920021494,1375.5337102764022,2.5261230060209545,95.59251470939182,14.421459130115176,27.242167919800913,82.5791055766555
858.2208811297255,3.206209209501688,2399.0225575620602,1.0,54.622675185190914,3.699933902572027,14.728144876208322,4.313673149884798
